"pitch_type","batter_num","pitch_rl","bat_rl","inning","balls","strikes","out","on_1b","on_2b","on_3b","score_diff","era","rbi","avg","hr","pitcher_at_home","pitcher_wins","pitcher_losses","batter_wins","batter_losses","prev_pitch_type0","prev_pitch_typeCH","prev_pitch_typeCU","prev_pitch_typeFF","prev_pitch_typeFT","prev_pitch_typePO","prev_pitch_typeSL","prevprev_pitch_type0","prevprev_pitch_typeCH","prevprev_pitch_typeCU","prevprev_pitch_typeFF","prevprev_pitch_typeFT","prevprev_pitch_typeSL"
"FF",1,"1","0",1,"1","1",0,0,0,0,0,4.2,42,0.332,3,-1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",19,"1","0",5,"3","1",2,0,0,0,2,4.6,26,0.309,8,-1,6,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"FF",29,"1","0",6,"2","2",1,1,0,0,-5,4.67,23,0.251,4,-1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",4,"1","0",1,"3","2",1,1,0,0,-1,4.64,11,0.262,5,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",14,"1","0",4,"3","0",1,1,0,0,0,4.6,10,0.26,1,-1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",27,"1","1",8,"0","0",0,0,0,0,3,4.32,0,0.174,0,1,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",30,"1","0",7,"1","0",1,1,0,0,0,4.94,17,0.284,1,1,5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",12,"1","1",3,"0","1",0,1,0,0,-1,1.93,26,0.303,6,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",13,"1","1",4,"0","2",2,0,0,0,1,1.5,1,0.235,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",6,"1","1",1,"1","2",2,1,1,0,-1,4.74,9,0.221,2,-1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",7,"1","0",1,"2","0",1,1,0,0,-1,4.49,9,0.222,4,-1,6,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"FF",11,"1","1",4,"2","2",0,0,0,0,0,5.07,20,0.271,3,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",4,"1","1",1,"1","2",2,1,0,0,0,2.57,26,0.341,9,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",26,"1","1",6,"2","1",2,1,1,1,1,3.12,21,0.248,4,-1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",20,"1","0",5,"1","1",2,1,0,0,2,2.41,29,0.25,8,-1,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FF",27,"1","1",7,"0","2",1,0,0,0,5,2.2,0,0,0,1,2,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",6,"1","0",2,"3","2",0,0,0,0,1,4.56,19,0.245,8,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",11,"1","0",3,"0","0",0,1,0,0,1,4.56,6,0.364,1,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",3,"1","1",1,"0","0",1,0,0,0,0,4.87,32,0.249,2,1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",3,"1","1",1,"1","0",2,1,0,0,0,3.91,17,0.293,4,-1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",4,"1","0",1,"0","0",1,1,1,0,0,4.29,80,0.247,23,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","1",1,"0","0",0,1,1,0,2,4.49,44,0.288,15,-1,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","0",5,"3","2",2,0,0,0,2,4.6,26,0.309,8,-1,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",4,"1","1",1,"0","0",1,0,1,0,-1,2.71,52,0.275,11,-1,10,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",3,"1","1",1,"1","1",2,1,0,0,0,4.57,83,0.341,22,1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",6,"1","1",2,"1","2",2,1,0,0,2,0,2,0.25,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",1,"1","1",1,"0","0",0,0,0,0,0,0,5,0.325,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",2,"1","0",1,"1","2",0,0,0,0,0,4.16,4,0.25,2,1,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FF",1,"1","1",1,"0","1",0,0,0,0,2,4.49,51,0.291,21,-1,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",4,"1","0",1,"1","0",1,1,1,0,0,2.69,23,0.219,1,-1,10,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","0",1,"0","2",2,0,0,0,3,2.41,37,0.296,6,-1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",5,"1","0",2,"0","2",0,0,0,0,0,4.94,37,0.224,13,1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"FF",18,"1","1",4,"3","2",1,0,0,1,0,3.72,11,0.18,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",11,"1","0",3,"1","1",0,1,0,0,1,4.44,28,0.271,5,-1,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",1,"1","1",1,"1","2",0,0,0,0,0,2.69,34,0.27,4,-1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"SL",23,"1","0",6,"0","1",0,0,0,0,-2,4.53,33,0.286,10,1,6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",27,"1","0",7,"1","1",2,0,0,0,4,3.18,24,0.204,6,-1,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"FF",2,"1","0",1,"1","2",1,0,0,0,0,6.35,7,0.245,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FF",24,"1","1",5,"2","2",2,1,0,0,1,4.74,9,0.221,2,-1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"FT",27,"1","0",8,"0","1",1,1,0,0,-1,2.41,1,0.203,1,1,6,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",24,"1","0",7,"1","0",0,0,0,0,2,0,0,0.182,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",3,"1","1",1,"0","1",1,0,1,0,0,3,1,0.467,0,-1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",5,"1","1",1,0,0,0,0,4.87,0,0.136,0,1,4,2,2,8,0,0,0,0,0,0,1,0,0,0,1,0,0
"FT",5,"1","0",2,"0","0",0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",6,"1","0",1,"0","2",2,0,0,0,-3,2.46,46,0.269,15,1,3,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FT",1,"1","0",1,"2","1",0,0,0,0,0,4.94,21,0.262,2,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",11,"1","0",3,"0","2",0,0,0,0,1,2.69,37,0.252,6,-1,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",6,"1","1",2,"2","1",2,0,0,0,2,2.92,11,0.25,4,-1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",17,"1","1",5,"0","0",1,0,0,0,2,2.34,17,0.242,2,1,7,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",26,"1","0",7,"1","2",1,0,0,0,8,2.57,8,0.211,0,-1,8,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",17,"1","1",4,"1","1",1,0,0,0,-2,4.91,22,0.285,3,-1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",25,"1","0",5,"1","1",0,1,1,0,-5,4.29,41,0.26,7,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",17,"1","1",5,"1","1",2,0,0,0,0,2.71,18,0.27,0,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",1,"1","0",1,"0","0",0,0,0,0,0,4.38,36,0.309,2,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","1",1,"0","1",1,1,0,0,-1,2.29,19,0.285,2,-1,8,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",6,"1","0",1,"0","1",1,0,1,1,-3,1.89,20,0.33,8,-1,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",7,"1","1",2,"0","2",2,0,0,0,0,5.07,4,0.215,2,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",21,"1","1",5,"1","0",0,1,0,0,-2,2.72,51,0.266,11,-1,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",19,"1","1",6,"0","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",25,"1","1",6,"2","0",0,0,1,0,-6,1.89,2,0.281,0,-1,6,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FF",11,"1","0",2,"0","2",2,0,0,0,-3,4.29,54,0.271,12,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",4,"1","0",2,"0","0",0,0,0,0,0,4.59,32,0.249,10,1,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",19,"1","0",5,"0","1",0,0,0,0,1,4.38,36,0.309,2,1,10,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",28,"1","1",7,"0","2",1,1,1,0,-1,5.64,14,0.274,4,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",9,"1","1",3,"0","1",1,0,0,0,0,2.92,1,0.2,0,1,10,8,5,13,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",7,"1","0",3,"1","2",0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"SL",16,"1","1",4,"2","2",2,0,0,1,-1,4.2,46,0.255,10,-1,10,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",19,"1","0",5,"2","2",0,0,0,0,1,4.38,36,0.309,2,1,10,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FT",19,"1","1",4,"0","1",1,0,0,0,-2,2.69,34,0.27,4,-1,10,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",1,"1","1",1,"0","1",0,0,0,0,0,4.87,19,0.291,5,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",11,"1","0",3,"0","1",2,0,0,0,0,1.8,10,0.298,4,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",15,"1","0",3,"1","1",1,1,0,0,-5,4.29,53,0.273,9,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",2,"1","0",1,"1","1",0,0,0,0,0,1.8,3,0.25,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",4,"1","0",2,"3","0",0,0,0,0,1,4.33,19,0.286,7,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FF",25,"1","0",8,"0","0",2,0,0,0,6,2.93,30,0.229,10,-1,2,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",23,"1","0",5,"0","0",2,0,1,0,0,4.94,37,0.224,13,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",1,"1","0",1,"0","0",0,0,0,0,0,2.64,19,0.23,3,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",26,"1","1",8,"0","0",0,0,0,0,3,4.32,8,0.235,2,1,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",22,"1","1",6,"0","0",1,0,0,0,0,1.93,15,0.3,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","0",5,"0","0",2,1,0,0,2,2.92,5,0.3,1,-1,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","1",6,"0","0",2,0,0,0,0,1.8,4,0.273,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",11,"1","0",4,"1","0",0,0,0,0,2,4.87,13,0.255,3,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",6,"1","1",2,"0","2",1,1,0,0,-1,4.62,46,0.312,9,-1,9,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",22,"1","0",6,"2","1",1,1,0,0,2,3.01,45,0.225,25,1,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"FF",20,"1","0",6,"2","1",1,0,0,0,-1,2.41,26,0.249,8,1,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"SL",19,"1","0",5,"1","1",1,0,0,0,2,2.41,9,0.275,1,-1,6,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",31,"1","1",8,"1","1",1,0,0,0,5,2.2,16,0.311,2,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",29,"1","1",8,"0","0",1,0,0,0,-2,2.71,54,0.316,12,-1,10,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",2,"1","1",1,"0","1",1,0,0,0,0,2.92,55,0.311,13,1,10,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",4,"1","0",1,"0","0",0,1,1,0,-1,4.49,60,0.24,22,-1,6,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","0",4,"1","1",2,0,0,0,0,2.96,55,0.32,19,1,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",13,"1","1",4,"0","1",1,0,0,0,1,3.33,68,0.307,22,1,6,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",23,"1","0",7,"2","2",0,1,0,0,0,2.71,37,0.248,10,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FT",5,"1","0",2,"2","0",1,0,0,0,1,4.34,19,0.293,5,1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",5,"1","1",2,"1","0",0,1,0,0,-1,2.72,54,0.212,24,-1,3,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",3,"1","1",1,"2","2",2,1,0,0,0,3.91,17,0.293,4,-1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",18,"1","1",5,"2","2",1,0,0,0,2,2.41,0,0.069,0,-1,6,5,3,7,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",4,"1","1",1,"0","0",2,0,0,0,-1,4.32,92,0.282,30,1,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",27,"1","1",7,"1","1",1,0,0,1,0,4.59,15,0.211,2,1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",3,"1","0",1,"1","0",2,0,0,0,0,4.59,28,0.27,6,1,7,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",8,"1","1",2,"1","2",1,1,0,0,-1,2.71,10,0.201,0,-1,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",18,"1","1",6,"1","2",0,0,0,0,0,2.71,0,0.067,0,1,9,6,6,7,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",12,"1","1",4,"0","0",1,0,0,0,2,4.57,83,0.341,22,1,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",18,"1","0",6,"0","2",0,0,0,0,0,4.33,0,0.389,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"FF",25,"1","0",7,"1","2",2,0,0,0,0,2.66,5,0.176,1,1,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"FF",2,"1","0",1,"2","2",0,0,0,0,0,0,0,0.148,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"FF",12,"1","0",3,"0","0",2,0,0,0,-2,4.78,28,0.229,9,-1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",7,"1","1",2,"3","2",1,0,0,1,0,4.16,11,0.204,2,1,10,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FT",21,"1","0",6,"1","0",0,0,0,0,4,4.67,17,0.322,7,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FT",23,"1","0",7,"1","0",0,1,0,0,0,2.71,37,0.248,10,1,9,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FF",24,"1","0",8,"1","1",1,0,0,0,1,1.8,7,0.215,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"FF",10,"1","0",3,"0","0",1,0,0,0,0,4.32,48,0.291,14,1,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",24,"1","1",5,"0","2",1,0,0,0,-5,3.82,7,0.229,2,-1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"FT",8,"1","0",3,"0","0",0,0,0,0,-1,1.83,4,0.19,0,-1,5,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",27,"1","0",8,"0","0",0,0,0,0,-2,2.71,1,0.194,0,-1,10,6,12,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","1",7,"0","1",1,0,0,0,1,3.33,58,0.286,18,1,6,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",11,"1","0",3,"1","0",1,1,0,0,0,2.2,10,0.267,2,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"FT",2,"1","1",1,"1","1",1,0,0,0,0,4.62,16,0.269,3,-1,9,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",3,"1","1",1,"1","1",2,0,0,0,0,4.71,40,0.283,11,-1,6,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",21,"1","1",6,"0","2",1,0,0,0,0,4.87,32,0.249,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",17,"1","0",4,"1","1",2,1,0,1,0,4.62,14,0.2,3,-1,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"SL",5,"1","1",2,"2","2",1,0,0,0,3,2.34,8,0.322,1,1,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",13,"1","0",3,"2","1",1,0,0,0,-3,4.29,80,0.247,23,1,9,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",11,"1","0",4,"1","2",0,0,0,0,0,4.59,10,0.275,7,1,7,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FF",23,"1","1",6,"1","1",2,0,1,0,2,4.16,48,0.233,13,1,10,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"FF",3,"1","1",1,"1","2",0,1,0,0,0,2.85,27,0.258,6,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",5,"1","0",2,"1","2",0,0,0,0,0,4.94,37,0.224,13,1,5,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"FT",12,"1","1",4,"0","1",0,1,0,0,2,0,1,0.188,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"SL",16,"1","1",5,"0","0",1,0,0,0,1,2.92,11,0.189,1,1,10,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",6,"1","1",2,"0","0",2,0,0,0,1,4.34,29,0.236,8,1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",26,"1","1",6,"0","0",1,1,0,0,2,2.64,5,0.24,0,1,9,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","0",4,"1","1",1,0,0,0,2,2.92,16,0.315,4,-1,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"FF",14,"1","1",4,"1","0",0,1,0,0,4,2.77,3,0.333,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",26,"1","1",6,"0","0",2,0,1,0,-6,1.89,17,0.273,2,-1,6,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",3,"1","0",1,"2","2",1,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"FT",29,"1","0",7,"0","1",2,0,0,0,6,2.57,3,0.389,0,-1,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"SL",15,"1","1",4,"1","2",1,0,0,1,-1,2.64,16,0.261,4,1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"SL",19,"1","0",5,"1","2",2,0,0,0,-2,2.71,26,0.294,2,-1,10,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",1,"1","0",1,"0","0",0,0,0,0,0,4.2,42,0.332,3,-1,10,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",9,"1","0",2,"1","1",2,1,0,0,-1,2.71,1,0.194,0,-1,10,6,12,2,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",15,"1","0",4,"1","2",2,1,0,1,2,2.34,41,0.252,12,1,7,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SL",8,"1","0",2,"1","2",1,0,0,0,0,4.87,13,0.199,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FF",15,"1","1",5,"0","0",0,0,0,0,7,2.57,20,0.298,4,-1,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","1",2,"0","2",0,0,0,0,-1,2.41,38,0.261,10,1,6,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",15,"1","1",4,"0","2",1,0,0,0,0,2.66,11,0.231,3,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"SL",13,"1","1",3,"2","1",2,0,0,0,-2,1.5,6,0.184,2,-1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"FF",26,"1","1",6,"2","2",2,1,1,1,1,3.12,21,0.248,4,-1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",24,"1","0",7,"1","2",1,0,0,0,-2,1.47,6,0.18,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FF",15,"1","0",5,"1","2",0,0,0,0,2,4.57,27,0.279,4,1,7,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"SL",19,"1","0",6,"2","2",0,0,0,0,0,4.44,45,0.262,8,-1,8,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"SL",14,"1","1",4,"1","2",2,0,0,0,-1,1.83,27,0.255,5,-1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"SL",14,"1","1",4,"0","2",1,0,0,0,1,4.44,34,0.233,8,-1,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",24,"1","0",6,"1","0",2,0,0,0,1,3.18,91,0.242,29,-1,5,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FT",2,"1","0",1,"1","1",1,0,0,0,1,4.51,40,0.302,8,-1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"SL",31,"1","1",7,"0","0",2,1,1,0,0,4.94,34,0.294,10,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",13,"1","1",4,"0","0",1,0,0,0,1,3.33,68,0.307,22,1,6,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",5,"1","0",2,"1","1",0,0,0,0,-1,4.62,29,0.269,7,-1,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SL",7,"1","1",2,"2","0",1,0,1,0,0,2.2,14,0.222,5,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",22,"1","1",7,"2","1",2,1,0,0,1,4.34,43,0.262,12,1,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FF",12,"1","1",2,"0","0",0,0,1,0,-2,1.71,19,0.297,7,-1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",12,"1","1",4,"0","0",0,0,0,0,1,4.53,40,0.294,7,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FT",26,"1","1",5,"0","2",2,0,1,0,-5,4.67,14,0.225,2,-1,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"FT",15,"1","0",5,"2","2",1,0,0,0,1,1.8,7,0.215,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",3,"1","1",1,"2","1",2,1,0,0,0,3.91,17,0.293,4,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"FF",28,"1","0",9,"3","2",2,0,0,0,6,2.93,21,0.226,13,-1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"FF",22,"1","0",6,"0","0",0,0,0,1,0,4.78,28,0.229,9,-1,4,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",3,"1","0",1,"1","0",1,0,1,0,0,2.57,49,0.276,20,-1,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"FF",18,"1","0",5,"0","0",2,0,0,0,1,4.32,3,0.079,0,1,8,6,7,5,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",23,"1","1",7,"0","0",0,0,0,0,2,4.59,30,0.272,4,1,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",24,"1","1",7,"3","2",0,1,0,0,2,2.92,11,0.25,4,-1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"FT",3,"1","0",1,"0","1",2,0,0,0,3,2.41,37,0.296,6,-1,6,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",7,"1","1",3,"0","1",0,0,0,0,1,4.34,26,0.241,9,1,10,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"FF",16,"1","1",5,"2","2",2,0,0,0,1,1.8,16,0.184,6,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"FT",20,"1","0",5,"0","0",1,0,1,0,2,4.71,27,0.283,5,-1,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",21,"1","0",6,"3","2",1,1,0,0,2,2.34,34,0.302,7,1,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SL",21,"1","1",5,"0","0",2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"FF",18,"1","1",6,"0","1",2,0,0,0,1,4.34,1,0.1,0,1,10,7,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0
"SL",12,"1","1",4,"0","0",0,1,0,0,-1,3.91,17,0.293,4,-1,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"SL",19,"1","0",6,"0","1",0,0,0,0,-1,1.47,15,0.337,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
